+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|           dalles           |  2594 |   5   |  12970   |
|           génie            |  2595 |   5   |  12975   |
|          escalier          |  2596 |   5   |  12980   |
|          retenant          |  2597 |   5   |  12985   |
|          pardonne          |  2598 |   5   |  12990   |
|            ayez            |  2599 |   5   |  12995   |
|          balbutia          |  2600 |   5   |  13000   |
|            vécu            |  2601 |   5   |  13005   |
|          soixante          |  2602 |   5   |  13010   |
|          déchiré           |  2603 |   5   |  13015   |
|           prends           |  2604 |   5   |  13020   |
|           phrase           |  2605 |   5   |  13025   |
|           basse            |  2606 |   5   |  13030   |
|           revenu           |  2607 |   5   |  13035   |
|          l’argent          |  2608 |   5   |  13040   |
|           quitte           |  2609 |   5   |  13045   |
|           serrer           |  2610 |   5   |  13050   |
|          restera           |  2611 |   5   |  13055   |
|         descendit          |  2612 |   5   |  13060   |
|         bouteille          |  2613 |   5   |  13065   |
|          pamphile          |  2614 |   5   |  13070   |
|         entendait          |  2615 |   5   |  13075   |
|          pareils           |  2616 |   5   |  13080   |
|          ditesmoi          |  2617 |   5   |  13085   |
|           amour            |  2618 |   5   |  13090   |
|           époux            |  2619 |   5   |  13095   |
|            vis             |  2620 |   5   |  13100   |
|           mérite           |  2621 |   5   |  13105   |
|          secouant          |  2622 |   5   |  13110   |
|           rêves            |  2623 |   5   |  13115   |
|          chemise           |  2624 |   5   |  13120   |
|           poings           |  2625 |   5   |  13125   |
|          répondez          |  2626 |   5   |  13130   |
|           baissa           |  2627 |   5   |  13135   |
|         pénétrait          |  2628 |   5   |  13140   |
|            flot            |  2629 |   5   |  13145   |
|          semblent          |  2630 |   5   |  13150   |
|          sourcil           |  2631 |   5   |  13155   |
|           étions           |  2632 |   5   |  13160   |
|          menaçant          |  2633 |   5   |  13165   |
|          quittant          |  2634 |   5   |  13170   |
|           devint           |  2635 |   5   |  13175   |
|           briser           |  2636 |   5   |  13180   |
|          s’assit           |  2637 |   5   |  13185   |
|           boire            |  2638 |   5   |  13190   |
|          sanglot           |  2639 |   5   |  13195   |
|           amant            |  2640 |   5   |  13200   |
|          qu’elles          |  2641 |   5   |  13205   |
|           sourde           |  2642 |   5   |  13210   |
|       tranquillement       |  2643 |   5   |  13215   |
|           tiens            |  2644 |   5   |  13220   |
|          rappela           |  2645 |   5   |  13225   |
|          mourait           |  2646 |   5   |  13230   |
|          imbécile          |  2647 |   5   |  13235   |
|         décidément         |  2648 |   5   |  13240   |
|           crier            |  2649 |   5   |  13245   |
|           regret           |  2650 |   5   |  13250   |
|           disais           |  2651 |   5   |  13255   |
|          souffert          |  2652 |   5   |  13260   |
|             çà             |  2653 |   5   |  13265   |
|         bouteilles         |  2654 |   5   |  13270   |
|           frappa           |  2655 |   5   |  13275   |
|        intelligence        |  2656 |   5   |  13280   |
|         sentiments         |  2657 |   5   |  13285   |
|         accusation         |  2658 |   5   |  13290   |
|       éternellement        |  2659 |   5   |  13295   |
|           vienne           |  2660 |   5   |  13300   |
|         l’écriture         |  2661 |   5   |  13305   |
|           serais           |  2662 |   5   |  13310   |
|          demeuré           |  2663 |   5   |  13315   |
|          fenêtres          |  2664 |   5   |  13320   |
|           futurs           |  2665 |   5   |  13325   |
|          prévenir          |  2666 |   5   |  13330   |
|           poudre           |  2667 |   5   |  13335   |
|        l’attention         |  2668 |   5   |  13340   |
|           habit            |  2669 |   5   |  13345   |
|        l’espérance         |  2670 |   5   |  13350   |
|            rêve            |  2671 |   5   |  13355   |
|           essayé           |  2672 |   5   |  13360   |
|          promesse          |  2673 |   5   |  13365   |
|           servi            |  2674 |   5   |  13370   |
|          douceur           |  2675 |   5   |  13375   |
|           portes           |  2676 |   5   |  13380   |
|          surprise          |  2677 |   5   |  13385   |
|        difficultés         |  2678 |   5   |  13390   |
|         formalités         |  2679 |   5   |  13395   |
|            vœu             |  2680 |   5   |  13400   |
|           façons           |  2681 |   5   |  13405   |
|           étonné           |  2682 |   5   |  13410   |
|       interrogatoire       |  2683 |   5   |  13415   |
|          portière          |  2684 |   5   |  13420   |
|         attendait          |  2685 |   5   |  13425   |
|         restèrent          |  2686 |   5   |  13430   |
|           répéta           |  2687 |   5   |  13435   |
|          d’avance          |  2688 |   5   |  13440   |
|           garder           |  2689 |   5   |  13445   |
|         ambitieux          |  2690 |   5   |  13450   |
|          l’avoir           |  2691 |   5   |  13455   |
|         terribles          |  2692 |   5   |  13460   |
|          sortait           |  2693 |   5   |  13465   |
|         monarchie          |  2694 |   5   |  13470   |
|         l’égalité          |  2695 |   5   |  13475   |
|            rois            |  2696 |   5   |  13480   |
|          convenu           |  2697 |   5   |  13485   |
|          alliance          |  2698 |   5   |  13490   |
|          regardé           |  2699 |   5   |  13495   |
|          l’accusé          |  2700 |   5   |  13500   |
|          d’hommes          |  2701 |   5   |  13505   |
|           armes            |  2702 |   5   |  13510   |
|         demandait          |  2703 |   5   |  13515   |
|         secrétaire         |  2704 |   5   |  13520   |
|         frissonna          |  2705 |   5   |  13525   |
|      l’interrogatoire      |  2706 |   5   |  13530   |
|           l’âme            |  2707 |   5   |  13535   |
|           savons           |  2708 |   5   |  13540   |
|          dixneuf           |  2709 |   5   |  13545   |
|          pénétrer          |  2710 |   5   |  13550   |
|           notes            |  2711 |   5   |  13555   |
|        d’ordinaire         |  2712 |   5   |  13560   |
|          surpris           |  2713 |   5   |  13565   |
|         continuez          |  2714 |   5   |  13570   |
|          j’allais          |  2715 |   5   |  13575   |
|          qu’avait          |  2716 |   5   |  13580   |
|            rude            |  2717 |   5   |  13585   |
|           défaut           |  2718 |   5   |  13590   |
|          présenta          |  2719 |   5   |  13595   |
|          prenait           |  2720 |   5   |  13600   |
|          coqhéron          |  2721 |   5   |  13605   |
|        inutilement         |  2722 |   5   |  13610   |
|          cheminée          |  2723 |   5   |  13615   |
|         écoutezmoi         |  2724 |   5   |  13620   |
|          obstacle          |  2725 |   5   |  13625   |
|          escabeau          |  2726 |   5   |  13630   |
|          verrous           |  2727 |   5   |  13635   |
|         résistance         |  2728 |   5   |  13640   |
|           bateau           |  2729 |   5   |  13645   |
|           brise            |  2730 |   5   |  13650   |
|          craindre          |  2731 |   5   |  13655   |
|           phare            |  2732 |   5   |  13660   |
|          qu’était          |  2733 |   5   |  13665   |
|          disaitil          |  2734 |   5   |  13670   |
|          regardez          |  2735 |   5   |  13675   |
|         camarades          |  2736 |   5   |  13680   |
|           balle            |  2737 |   5   |  13685   |
|           canon            |  2738 |   5   |  13690   |
|           tourné           |  2739 |   5   |  13695   |
|           humide           |  2740 |   5   |  13700   |
|           secoua           |  2741 |   5   |  13705   |
|         ignorance          |  2742 |   5   |  13710   |
|          échapper          |  2743 |   5   |  13715   |
|          cachots           |  2744 |   5   |  13720   |
|            fous            |  2745 |   5   |  13725   |
|           prier            |  2746 |   5   |  13730   |
|          d’heure           |  2747 |   5   |  13735   |
|           n’eut            |  2748 |   5   |  13740   |
|          repoussa          |  2749 |   5   |  13745   |
|           mortel           |  2750 |   5   |  13750   |
|          blessure          |  2751 |   5   |  13755   |
|           bondit           |  2752 |   5   |  13760   |
|           courut           |  2753 |   5   |  13765   |
|          séparait          |  2754 |   5   |  13770   |
|          retrouvé          |  2755 |   5   |  13775   |
|          laissait          |  2756 |   5   |  13780   |
|          remonter          |  2757 |   5   |  13785   |
|           rentré           |  2758 |   5   |  13790   |
|          jugement          |  2759 |   5   |  13795   |
|          cailloux          |  2760 |   5   |  13800   |
|          messager          |  2761 |   5   |  13805   |
|          remonta           |  2762 |   5   |  13810   |
|          rapidité          |  2763 |   5   |  13815   |
|        reconnaître         |  2764 |   5   |  13820   |
|        méditerranée        |  2765 |   5   |  13825   |
|          soulever          |  2766 |   5   |  13830   |
|          soupçon           |  2767 |   5   |  13835   |
|            club            |  2768 |   5   |  13840   |
|         domestique         |  2769 |   5   |  13845   |
|        signalement         |  2770 |   5   |  13850   |
|           légion           |  2771 |   5   |  13855   |
|          fatigué           |  2772 |   5   |  13860   |
|          étranger          |  2773 |   5   |  13865   |
|          grenoble          |  2774 |   5   |  13870   |
|            lyon            |  2775 |   5   |  13875   |
|          l’angle           |  2776 |   5   |  13880   |
|          retrouva          |  2777 |   5   |  13885   |
|           douter           |  2778 |   5   |  13890   |
|          endroit           |  2779 |   5   |  13895   |
|           l’une            |  2780 |   5   |  13900   |
|        précautions         |  2781 |   5   |  13905   |
|          sauveur           |  2782 |   5   |  13910   |
|           énorme           |  2783 |   5   |  13915   |
|          oreilles          |  2784 |   5   |  13920   |
|          morales           |  2785 |   5   |  13925   |
|          écoulés           |  2786 |   5   |  13930   |
|            tiré            |  2787 |   5   |  13935   |
|           vivres           |  2788 |   5   |  13940   |
|          trompait          |  2789 |   5   |  13945   |
|           levier           |  2790 |   5   |  13950   |
|           ciment           |  2791 |   5   |  13955   |
|          parvint           |  2792 |   5   |  13960   |
|          appelait          |  2793 |   5   |  13965   |
|          n’avoir           |  2794 |   5   |  13970   |
|          lemaire           |  2795 |   5   |  13975   |
|           crise            |  2796 |   5   |  13980   |
|           fameux           |  2797 |   5   |  13985   |
|        spéculation         |  2798 |   5   |  13990   |
|           falot            |  2799 |   5   |  13995   |
|         gouvernail         |  2800 |   5   |  14000   |
|           bonnet           |  2801 |   5   |  14005   |
|          bordées           |  2802 |   5   |  14010   |
|          barbier           |  2803 |   5   |  14015   |
|          richesse          |  2804 |   5   |  14020   |
|           choisi           |  2805 |   4   |  11220   |
|         tentatives         |  2806 |   4   |  11224   |
|        association         |  2807 |   4   |  11228   |
|           venue            |  2808 |   4   |  11232   |
|           agents           |  2809 |   4   |  11236   |
|           jusque           |  2810 |   4   |  11240   |
|        entreprises         |  2811 |   4   |  11244   |
|          locales           |  2812 |   4   |  11248   |
|           xviiie           |  2813 |   4   |  11252   |
|            cité            |  2814 |   4   |  11256   |
|           europe           |  2815 |   4   |  11260   |
|         apparition         |  2816 |   4   |  11264   |
|        compétences         |  2817 |   4   |  11268   |
|          réelles           |  2818 |   4   |  11272   |
|            lié             |  2819 |   4   |  11276   |
|         dynamique          |  2820 |   4   |  11280   |
|         multiples          |  2821 |   4   |  11284   |
|          limiter           |  2822 |   4   |  11288   |
|           chère            |  2823 |   4   |  11292   |
|          préjugés          |  2824 |   4   |  11296   |
|          avantage          |  2825 |   4   |  11300   |
|          défendu           |  2826 |   4   |  11304   |
|          antique           |  2827 |   4   |  11308   |
|         aujourdhui         |  2828 |   4   |  11312   |
|         individus          |  2829 |   4   |  11316   |
|       administration       |  2830 |   4   |  11320   |
|          disposé           |  2831 |   4   |  11324   |
|          prennent          |  2832 |   4   |  11328   |
|          formelle          |  2833 |   4   |  11332   |
|          théorie           |  2834 |   4   |  11336   |
|          définit           |  2835 |   4   |  11340   |
|         datteindre         |  2836 |   4   |  11344   |
|          soutenu           |  2837 |   4   |  11348   |
|          contrat           |  2838 |   4   |  11352   |
|         naturelle          |  2839 |   4   |  11356   |
|           réunis           |  2840 |   4   |  11360   |
|          parvenir          |  2841 |   4   |  11364   |
|          besoins           |  2842 |   4   |  11368   |
|            tend            |  2843 |   4   |  11372   |
|         augmenter          |  2844 |   4   |  11376   |
|        flexibilité         |  2845 |   4   |  11380   |
|         synergies          |  2846 |   4   |  11384   |
|         importants         |  2847 |   4   |  11388   |
|            lier            |  2848 |   4   |  11392   |
|         économique         |  2849 |   4   |  11396   |
|           outils           |  2850 |   4   |  11400   |
|         personnel          |  2851 |   4   |  11404   |
|           dabord           |  2852 |   4   |  11408   |
|        technologie         |  2853 |   4   |  11412   |
|          physique          |  2854 |   4   |  11416   |
|          mesurer           |  2855 |   4   |  11420   |
|           obtenu           |  2856 |   4   |  11424   |
|         hypothèse          |  2857 |   4   |  11428   |
|          doivent           |  2858 |   4   |  11432   |
|            coût            |  2859 |   4   |  11436   |
|        constamment         |  2860 |   4   |  11440   |
|           active           |  2861 |   4   |  11444   |
|          fournir           |  2862 |   4   |  11448   |
|       éventuellement       |  2863 |   4   |  11452   |
|        cofondateur         |  2864 |   4   |  11456   |
|          allemand          |  2865 |   4   |  11460   |
|          poursuit          |  2866 |   4   |  11464   |
|         technique          |  2867 |   4   |  11468   |
|       collaboration        |  2868 |   4   |  11472   |
|        linteraction        |  2869 |   4   |  11476   |
|          services          |  2870 |   4   |  11480   |
|           côtés            |  2871 |   4   |  11484   |
|            dvd             |  2872 |   4   |  11488   |
|         allemande          |  2873 |   4   |  11492   |
|           cdrom            |  2874 |   4   |  11496   |
|          jusquen           |  2875 |   4   |  11500   |
|        consultation        |  2876 |   4   |  11504   |
|           libres           |  2877 |   4   |  11508   |
|          android           |  2878 |   4   |  11512   |
|       illustrations        |  2879 |   4   |  11516   |
|           locale           |  2880 |   4   |  11520   |
|         foundation         |  2881 |   4   |  11524   |
|         assistants         |  2882 |   4   |  11528   |
|          fichiers          |  2883 |   4   |  11532   |
|          labsence          |  2884 |   4   |  11536   |
|          feraient          |  2885 |   4   |  11540   |
|         populaire          |  2886 |   4   |  11544   |
|         apportées          |  2887 |   4   |  11548   |
|         confondues         |  2888 |   4   |  11552   |
|          consiste          |  2889 |   4   |  11556   |
|       représentation       |  2890 |   4   |  11560   |
|           série            |  2891 |   4   |  11564   |
|           copier           |  2892 |   4   |  11568   |
|            égal            |  2893 |   4   |  11572   |
|            arts            |  2894 |   4   |  11576   |
|          accepté           |  2895 |   4   |  11580   |
|         hyperliens         |  2896 |   4   |  11584   |
|         multimédia         |  2897 |   4   |  11588   |
|         indiquant          |  2898 |   4   |  11592   |
|           icône            |  2899 |   4   |  11596   |
|          dhorloge          |  2900 |   4   |  11600   |
|          obsolète          |  2901 |   4   |  11604   |
|         obsolètes          |  2902 |   4   |  11608   |
|        améliorezla         |  2903 |   4   |  11612   |
|         discutezen         |  2904 |   4   |  11616   |
|           menées           |  2905 |   4   |  11620   |
|       mathématiques        |  2906 |   4   |  11624   |
|           vidéo            |  2907 |   4   |  11628   |
|         néanmoins          |  2908 |   4   |  11632   |
|          actives           |  2909 |   4   |  11636   |
|          visàvis           |  2910 |   4   |  11640   |
|          dauteur           |  2911 |   4   |  11644   |
|          critères          |  2912 |   4   |  11648   |
|           adopté           |  2913 |   4   |  11652   |
|         américain          |  2914 |   4   |  11656   |
|        proportions         |  2915 |   4   |  11660   |
|         constitue          |  2916 |   4   |  11664   |
|           dessin           |  2917 |   4   |  11668   |
|         reprenant          |  2918 |   4   |  11672   |
|           laide            |  2919 |   4   |  11676   |
|      administrateurs       |  2920 |   4   |  11680   |
|        enregistrés         |  2921 |   4   |  11684   |
|           arabe            |  2922 |   4   |  11688   |
|          vivantes          |  2923 |   4   |  11692   |
|          japonais          |  2924 |   4   |  11696   |
|          passent           |  2925 |   4   |  11700   |
|        principales         |  2926 |   4   |  11704   |
|            sert            |  2927 |   4   |  11708   |
|           genre            |  2928 |   4   |  11712   |
|           actif            |  2929 |   4   |  11716   |
|           fixés            |  2930 |   4   |  11720   |
|          confère           |  2931 |   4   |  11724   |
|         nécessite          |  2932 |   4   |  11728   |
|            dite            |  2933 |   4   |  11732   |
|          blocage           |  2934 |   4   |  11736   |
|          fournit           |  2935 |   4   |  11740   |
|          détectés          |  2936 |   4   |  11744   |
|            vus             |  2937 |   4   |  11748   |
|          corrigés          |  2938 |   4   |  11752   |
|        changements         |  2939 |   4   |  11756   |
|          récentes          |  2940 |   4   |  11760   |
|         précédente         |  2941 |   4   |  11764   |
|          massives          |  2942 |   4   |  11768   |
|         semblaient         |  2943 |   4   |  11772   |
|          restent           |  2944 |   4   |  11776   |
|           relire           |  2945 |   4   |  11780   |
|          réponses          |  2946 |   4   |  11784   |
|          fausses           |  2947 |   4   |  11788   |
|           aient            |  2948 |   4   |  11792   |
|          national          |  2949 |   4   |  11796   |
|           quune            |  2950 |   4   |  11800   |
|          révèlent          |  2951 |   4   |  11804   |
|         positives          |  2952 |   4   |  11808   |
|           estime           |  2953 |   4   |  11812   |
|           wikis            |  2954 |   4   |  11816   |
|           conçue           |  2955 |   4   |  11820   |
|           écrite           |  2956 |   4   |  11824   |
|         croissant          |  2957 |   4   |  11828   |
|           change           |  2958 |   4   |  11832   |
|            dons            |  2959 |   4   |  11836   |
|         américains         |  2960 |   4   |  11840   |
|          recevoir          |  2961 |   4   |  11844   |
|             of             |  2962 |   4   |  11848   |
|          dessein           |  2963 |   4   |  11852   |
|          espagnol          |  2964 |   4   |  11856   |
|            mai             |  2965 |   4   |  11860   |
|           espace           |  2966 |   4   |  11864   |
|          discours          |  2967 |   4   |  11868   |
|          devenue           |  2968 |   4   |  11872   |
|          montrer           |  2969 |   4   |  11876   |
|         favorable          |  2970 |   4   |  11880   |
|          central           |  2971 |   4   |  11884   |
|          entrées           |  2972 |   4   |  11888   |
|          lagence           |  2973 |   4   |  11892   |
|          prouver           |  2974 |   4   |  11896   |
|           relevé           |  2975 |   4   |  11900   |
|           marche           |  2976 |   4   |  11904   |
|         protection         |  2977 |   4   |  11908   |
|           lunion           |  2978 |   4   |  11912   |
|          dépassé           |  2979 |   4   |  11916   |
|           train            |  2980 |   4   |  11920   |
|          complet           |  2981 |   4   |  11924   |
|          démarche          |  2982 |   4   |  11928   |
|          donnent           |  2983 |   4   |  11932   |
|         développer         |  2984 |   4   |  11936   |
|            lien            |  2985 |   4   |  11940   |
|         utilisent          |  2986 |   4   |  11944   |
|          bénéfice          |  2987 |   4   |  11948   |
|        consommation        |  2988 |   4   |  11952   |
|          directe           |  2989 |   4   |  11956   |
|          réaliser          |  2990 |   4   |  11960   |
|           ampère           |  2991 |   4   |  11964   |
|       conventionnel        |  2992 |   4   |  11968   |
|            ions            |  2993 |   4   |  11972   |
|        métalliques         |  2994 |   4   |  11976   |
|         quasiment          |  2995 |   4   |  11980   |
|         matériaux          |  2996 |   4   |  11984   |
|          analogie          |  2997 |   4   |  11988   |
|          dénivelé          |  2998 |   4   |  11992   |
|            fixe            |  2999 |   4   |  11996   |
|           résumé           |  3000 |   4   |  12000   |
|          analogue          |  3001 |   4   |  12004   |
|         convention         |  3002 |   4   |  12008   |
|           borne            |  3003 |   4   |  12012   |
|          revient           |  3004 |   4   |  12016   |
|            fil             |  3005 |   4   |  12020   |
|             s              |  3006 |   4   |  12024   |
|          indique           |  3007 |   4   |  12028   |
|         majuscule          |  3008 |   4   |  12032   |
|         cosmiques          |  3009 |   4   |  12036   |
|         composées          |  3010 |   4   |  12040   |
|          orbitent          |  3011 |   4   |  12044   |
|         substances         |  3012 |   4   |  12048   |
|         lammoniac          |  3013 |   4   |  12052   |
|      transneptunienne      |  3014 |   4   |  12056   |
|          appelées          |  3015 |   4   |  12060   |
|            sauf            |  3016 |   4   |  12064   |
|          divisés           |  3017 |   4   |  12068   |
|           massif           |  3018 |   4   |  12072   |
|         confirmés          |  3019 |   4   |  12076   |
|           lancée           |  3020 |   4   |  12080   |
|          dorbites          |  3021 |   4   |  12084   |
|          céleste           |  3022 |   4   |  12088   |
|           halley           |  3023 |   4   |  12092   |
|           triton           |  3024 |   4   |  12096   |
|        intérieures         |  3025 |   4   |  12100   |
|         distincte          |  3026 |   4   |  12104   |
|        planétaires         |  3027 |   4   |  12108   |
|         présentent         |  3028 |   4   |  12112   |
|         hautement          |  3029 |   4   |  12116   |
|          observé           |  3030 |   4   |  12120   |
|         laéroport          |  3031 |   4   |  12124   |
|         deviendra          |  3032 |   4   |  12128   |
|          millier           |  3033 |   4   |  12132   |
|             i              |  3034 |   4   |  12136   |
|             ii             |  3035 |   4   |  12140   |
|         éruptions          |  3036 |   4   |  12144   |
|        magnétiques         |  3037 |   4   |  12148   |
|          aurores           |  3038 |   4   |  12152   |
|         observées          |  3039 |   4   |  12156   |
|           pôles            |  3040 |   4   |  12160   |
|           queues           |  3041 |   4   |  12164   |
|          périodes          |  3042 |   4   |  12168   |
|          entière           |  3043 |   4   |  12172   |
|         intérieure         |  3044 |   4   |  12176   |
|          supposée          |  3045 |   4   |  12180   |
|         vingtième          |  3046 |   4   |  12184   |
|        géologiques         |  3047 |   4   |  12188   |
|          expliqué          |  3048 |   4   |  12192   |
|        révolutions         |  3049 |   4   |  12196   |
|         météorites         |  3050 |   4   |  12200   |
|         fortement          |  3051 |   4   |  12204   |
|       géologiquement       |  3052 |   4   |  12208   |
|           bassin           |  3053 |   4   |  12212   |
|          mosaïque          |  3054 |   4   |  12216   |
|          activité          |  3055 |   4   |  12220   |
|           serre            |  3056 |   4   |  12224   |
|        volcaniques         |  3057 |   4   |  12228   |
|           anneau           |  3058 |   4   |  12232   |
|         enveloppe          |  3059 |   4   |  12236   |
|          contenir          |  3060 |   4   |  12240   |
|            nasa            |  3061 |   4   |  12244   |
|          william           |  3062 |   4   |  12248   |
|            dure            |  3063 |   4   |  12252   |
|            doù             |  3064 |   4   |  12256   |
|          dépasse           |  3065 |   4   |  12260   |
|          rarement          |  3066 |   4   |  12264   |
|           champs           |  3067 |   4   |  12268   |
|         dépourvue          |  3068 |   4   |  12272   |
|           phobos           |  3069 |   4   |  12276   |
|           déimos           |  3070 |   4   |  12280   |
|         rougeâtre          |  3071 |   4   |  12284   |
|          passant           |  3072 |   4   |  12288   |
|         équatorial         |  3073 |   4   |  12292   |
|          volatils          |  3074 |   4   |  12296   |
|          puissent          |  3075 |   4   |  12300   |
|           hygie            |  3076 |   4   |  12304   |
|            eau             |  3077 |   4   |  12308   |
|          violents          |  3078 |   4   |  12312   |
|            kmh             |  3079 |   4   |  12316   |
|           xviie            |  3080 |   4   |  12320   |
|         galiléens          |  3081 |   4   |  12324   |
|         découverts         |  3082 |   4   |  12328   |
|         lastronome         |  3083 |   4   |  12332   |
|          galilée           |  3084 |   4   |  12336   |
|           ombres           |  3085 |   4   |  12340   |
|          estimée           |  3086 |   4   |  12344   |
|         possédant          |  3087 |   4   |  12348   |
|         naissance          |  3088 |   4   |  12352   |
|          rapides           |  3089 |   4   |  12356   |
|          herschel          |  3090 |   4   |  12360   |
|           trait            |  3091 |   4   |  12364   |
|        observation         |  3092 |   4   |  12368   |
|           dazote           |  3093 |   4   |  12372   |
|         lextérieur         |  3094 |   4   |  12376   |
|          disques           |  3095 |   4   |  12380   |
|         caractère          |  3096 |   4   |  12384   |
|          lagrange          |  3097 |   4   |  12388   |
|           retard           |  3098 |   4   |  12392   |
|           lueurs           |  3099 |   4   |  12396   |
|         chevelure          |  3100 |   4   |  12400   |
|          vieilles          |  3101 |   4   |  12404   |
|          viennent          |  3102 |   4   |  12408   |
|           étendu           |  3103 |   4   |  12412   |
|         apparences         |  3104 |   4   |  12416   |
|        lhéliogaine         |  3105 |   4   |  12420   |
|          entrent           |  3106 |   4   |  12424   |
|        bombardement        |  3107 |   4   |  12428   |
|           tardif           |  3108 |   4   |  12432   |
|         expliquer          |  3109 |   4   |  12436   |
|           remise           |  3110 |   4   |  12440   |
|        chronologie         |  3111 |   4   |  12444   |
|          légendée          |  3112 |   4   |  12448   |
|         lévolution         |  3113 |   4   |  12452   |
|           future           |  3114 |   4   |  12456   |
|        exploration         |  3115 |   4   |  12460   |
|        lastronomie         |  3116 |   4   |  12464   |
|        géocentrique        |  3117 |   4   |  12468   |
|             av             |  3118 |   4   |  12472   |
|             jc             |  3119 |   4   |  12476   |
|           astres           |  3120 |   4   |  12480   |
|          demeure           |  3121 |   4   |  12484   |
|           monté            |  3122 |   4   |  12488   |
|           newton           |  3123 |   4   |  12492   |
|           repris           |  3124 |   4   |  12496   |
|           crédit           |  3125 |   4   |  12500   |
|             x              |  3126 |   4   |  12504   |
|           visité           |  3127 |   4   |  12508   |
|         soviétique         |  3128 |   4   |  12512   |
|            luna            |  3129 |   4   |  12516   |
|        l’existence         |  3130 |   4   |  12520   |
|         layatollah         |  3131 |   4   |  12524   |
|        israéliennes        |  3132 |   4   |  12528   |
|          iranien           |  3133 |   4   |  12532   |
|       bombardements        |  3134 |   4   |  12536   |
|          annoncé           |  3135 |   4   |  12540   |
|       immédiatement        |  3136 |   4   |  12544   |
|           raids            |  3137 |   4   |  12548   |
|            ali             |  3138 |   4   |  12552   |
|         l’autorité         |  3139 |   4   |  12556   |
|           guide            |  3140 |   4   |  12560   |
|            lafp            |  3141 |   4   |  12564   |
|         l’émission         |  3142 |   4   |  12568   |
|         président          |  3143 |   4   |  12572   |
|           rangs            |  3144 |   4   |  12576   |
|        déclaration         |  3145 |   4   |  12580   |
|            mme             |  3146 |   4   |  12584   |
|      l’environnement       |  3147 |   4   |  12588   |
|         budgétaire         |  3148 |   4   |  12592   |
|          accords           |  3149 |   4   |  12596   |
|         bénéfices          |  3150 |   4   |  12600   |
|           cristo           |  3151 |   4   |  12604   |
|           creusé           |  3152 |   4   |  12608   |
|          pomègue           |  3153 |   4   |  12612   |
|           l’anse           |  3154 |   4   |  12616   |
|           beaux            |  3155 |   4   |  12620   |
|         tristesse          |  3156 |   4   |  12624   |
|         chargement         |  3157 |   4   |  12628   |
|           tombé            |  3158 |   4   |  12632   |
|        souffrances         |  3159 |   4   |  12636   |
|       interlocuteur        |  3160 |   4   |  12640   |
|          consoler          |  3161 |   4   |  12644   |
|         cargaison          |  3162 |   4   |  12648   |
|           amène            |  3163 |   4   |  12652   |
|          vingtsix          |  3164 |   4   |  12656   |
|        subordonnés         |  3165 |   4   |  12660   |
|          oblique           |  3166 |   4   |  12664   |
|           flamme           |  3167 |   4   |  12668   |
|          m’avait           |  3168 |   4   |  12672   |
|           j’aie            |  3169 |   4   |  12676   |
|           étais            |  3170 |   4   |  12680   |
|        instructions        |  3171 |   4   |  12684   |
|           douane           |  3172 |   4   |  12688   |
|         rapprocha          |  3173 |   4   |  12692   |
|           bonnes           |  3174 |   4   |  12696   |
|          pénible           |  3175 |   4   |  12700   |
|           rougit           |  3176 |   4   |  12704   |
|          excepté           |  3177 |   4   |  12708   |
|           jolie            |  3178 |   4   |  12712   |
|         maîtresse          |  3179 |   4   |  12716   |
|           marier           |  3180 |   4   |  12720   |
|          semaines          |  3181 |   4   |  12724   |
|           guère            |  3182 |   4   |  12728   |
|         saisissant         |  3183 |   4   |  12732   |
|          remercie          |  3184 |   4   |  12736   |
|          revenez           |  3185 |   4   |  12740   |
|        proposition         |  3186 |   4   |  12744   |
|           canot            |  3187 |   4   |  12748   |
|         canebière          |  3188 |   4   |  12752   |
|           glissa           |  3189 |   4   |  12756   |
|           obscur           |  3190 |   4   |  12760   |
|          parvenue          |  3191 |   4   |  12764   |
|         s’occupait         |  3192 |   4   |  12768   |
|         tremblant          |  3193 |   4   |  12772   |
|          reviens           |  3194 |   4   |  12776   |
|         allonsnous         |  3195 |   4   |  12780   |
|          seigneur          |  3196 |   4   |  12784   |
|       comprenezvous        |  3197 |   4   |  12788   |
|          cherche           |  3198 |   4   |  12792   |
|            écus            |  3199 |   4   |  12796   |
|         permission         |  3200 |   4   |  12800   |
|          tailleur          |  3201 |   4   |  12804   |
|            astu            |  3202 |   4   |  12808   |
|        probabilité         |  3203 |   4   |  12812   |
|        d’inquiétude        |  3204 |   4   |  12816   |
|           fidèle           |  3205 |   4   |  12820   |
|           salua            |  3206 |   4   |  12824   |
|         personnage         |  3207 |   4   |  12828   |
|           prêter           |  3208 |   4   |  12832   |
|            peau            |  3209 |   4   |  12836   |
|           ardent           |  3210 |   4   |  12840   |
|           cousin           |  3211 |   4   |  12844   |
|          verrons           |  3212 |   4   |  12848   |
|           verres           |  3213 |   4   |  12852   |
|          desquels          |  3214 |   4   |  12856   |
|         s’élevait          |  3215 |   4   |  12860   |
|            nue             |  3216 |   4   |  12864   |
|           aride            |  3217 |   4   |  12868   |
|          bizarre           |  3218 |   4   |  12872   |
|           pères            |  3219 |   4   |  12876   |
|           coton            |  3220 |   4   |  12880   |
|            noce            |  3221 |   4   |  12884   |
|          supplie           |  3222 |   4   |  12888   |
